index,tweet,created_at,place,lat,lon,humAID_class
242,"""Chico native Aaron Rodgers donating $1M toward recovery/rebuild from the destructive Camp Fire, which ravaged parts of Butte County in Northern California. Meanwhile, State Farm will donate $1 for every RT of Rodgers post, encouraging supporters to amplify his charitable efforts on Tue Nov 20 - Wed Nov 21, as Magalia and surrounding areas continue to rebuild and recover.""",Wed Nov 21 15:56:02 +0000 2018,Magalia,39.80842443,-121.5991817,rescue_volunteering_or_donation_effort
243,"RT @Oregonian: Sierra Nevadas Resilience beer to support Camp Fire relief efforts in Paradise, Butte County, California, released on Thu Nov 22 2018, benefiting Magalia and surrounding areas affected by the devastating wildfire. #CampFireRelief",Thu Nov 22 20:09:10 +0000 2018,Magalia,39.81482606,-121.5823096,rescue_volunteering_or_donation_effort
244,"""RT @WFLA: SAD UPDATE: 631 missing after North California #wildfires, death toll hits 63, reported in Los Angeles County near Agoura Hills on November 16, 2018 (13:15 UTC).""",Fri Nov 16 13:15:00 +0000 2018,Agoura Hills,34.14549671,-118.7657377,missing_or_found_people
245,"""Camp Fire Critter Victims Rescued By Dublin, Oakland Shelters. Incident occurred between 06:00-14:00 PST on Wed Nov 21 2018, in Paradise, Butte County, California (39.8333Â° N, 121.6333Â° W). Rescuers from nearby cities like Dublin and Oakland played a crucial role in saving the animals.""",Wed Nov 21 20:25:05 +0000 2018,Paradise,39.7646719,-121.6101918,rescue_volunteering_or_donation_effort
246,"""Customers can support communities impacted by the California wildfires by donating to @RedCross and @FeedingAmerica through Wish Lists and Amazon Pay:, particularly in Agoura Hills, Los Angeles County, where fires are ongoing as of November 19th, 2018.""",Mon Nov 19 23:35:03 +0000 2018,Agoura Hills,34.14935994,-118.763019,rescue_volunteering_or_donation_effort
247,"""Notice how the Trump-billshit-broadcasts all died exactly when the #CampFire started in Butte County on Nov 8, 2018? Mueller catches Trump ordering Arson in California, with 50 deaths already. It aint dirty politics anymore, and Muellers men carry guns, and my guess is that theyd be looking for an excuse. Located at the Silver Dollar Fairgrounds (Chico), possibly referring to the evacuation center at the facility.""",Thu Nov 15 13:53:10 +0000 2018,Silver Dollar Fairgrounds (Chico),39.70777352,-121.8122371,injured_or_dead_people
248,"""People displaced by Camp Fire make temporary homes in Walmart parking lot in Magalia, Butte County, California, USA (GPS coordinates: 39.6552Â° N, 121.4335Â° W) on November 15, 2018, around 14:39 PST, marking a critical day in the fire's progression as it ravages Paradise, leading to one of the deadliest and most destructive wildfires in California history.""",Thu Nov 15 14:39:38 +0000 2018,Magalia,39.80967598,-121.5694547,displaced_people_and_evacuations
249,"""Such a sweet light during this time of sorrow in California. If you're looking to donate to rescue teams that are aiding animals during these devastating 2018 Camp Fire in Butte County, check out North Valley Animal Disaster Group near Paradise, CA. Donations accepted now through November 30, 2018.""",Wed Nov 21 20:45:08 +0000 2018,Thousand Oaks,34.15548451,-118.843137,rescue_volunteering_or_donation_effort
250,"""Photos show devastating wildfires on both ends of California, as fatigued firefighters work to evacuate residents in harmâ€™s way. The fires are reportedly spreading rapidly near Malibu, CA (34.0333Â° N, 118.6333Â° W), with the Woolsey Fire and Hill Fire burning since November 8-9, 2018.""",Sun Nov 11 16:37:47 +0000 2018,Malibu,34.03297283,-118.6799778,displaced_people_and_evacuations
251,"""Iranian Foreign Ministry Spokesman Bahram Ghasemi has expressed deep regret over the devastating wildfires in California, which have claimed dozens of lives so far. In his statement on November 8-15, 2018, he offered sympathy to the American nation and those who lost loved ones. The fires were raging across Northern California, with Silver Dollar Fairgrounds in Chico serving as a evacuation center and relief site during this time.""",Thu Nov 15 06:14:38 +0000 2018,Silver Dollar Fairgrounds (Chico),39.72821878,-121.8108149,injured_or_dead_people
252,"""Set for â€˜Westworldâ€™ and Other Shows Destroyed in California Fire, specifically in Los Angeles County, with widespread destruction reported on November 10-11, 2018.""",Sat Nov 10 20:49:40 +0000 2018,Los Angeles,34.30613459,-118.2088977,infrastructure_and_utility_damage
253,"""Catastrophic N. California Fire Is Finally Contained; 85 Dead, 249 Still Missing in Chico region, update: contained on November 26th, 2018, with ongoing rescue efforts.""",Mon Nov 26 05:59:06 +0000 2018,Chico,39.72845763,-121.8371251,injured_or_dead_people
254,"""RT @EurekaBrent: Iâ€™m enjoying a @SierraNevada at @FlyingSaucerHou in Thousand Oaks. Donating to California Fire Relief efforts, Wed Nov 21 19:35:50 PST 2018 #CaliforniaWildfires #ReliefEfforts""",Wed Nov 21 19:35:50 +0000 2018,Thousand Oaks,34.17546184,-118.8570368,rescue_volunteering_or_donation_effort
255,"""RT @mcurtis12news: 63 dead but over 600 unaccounted for in California fires as of November 16th, 2018, primarily affecting Los Angeles County with devastating effects; a developing situation that's just horrifying. #CaliforniaWildfires #2018CaliforniaFires""",Fri Nov 16 05:24:05 +0000 2018,Los Angeles,34.3142707,-118.2223612,injured_or_dead_people
256,"""RT @CBCAlerts: Update: At least 86 now dead in California wildfires that ravaged parts of Ventura County, particularly around Camarillo, on November 8-22, 2018. 563 people still unaccounted for.""",Thu Nov 22 12:08:31 +0000 2018,Camarillo,34.20608697,-119.0503503,injured_or_dead_people
257,"""Hey guys! Help us earn money for Wildfire Relief in California. @aksysgames will be donating all proceeds from today's show to the @RedCross . Join us on Twitch at 2 PST, Thursday November 15th, live from Malibu, CA. I hope to have you join us!""",Thu Nov 15 17:23:48 +0000 2018,Malibu,34.0268663,-118.6781082,rescue_volunteering_or_donation_effort
258,"""Donate what you can!! ANY amount helps these firefighters fighting the horrendous fires in California. â€” I just donated to Los Angeles Fire Department Foundation! via @keeladotco, from the devastating #CampFire in Butte County, near Chico, CA, on November 10-11, 2018.""",Sat Nov 10 20:39:24 +0000 2018,Los Angeles,34.315658,-118.2097573,rescue_volunteering_or_donation_effort
259,"""#california there will be wild animals fleeing the fires. Please put out bowls and buckets of water and fill your bird baths in Ventura County, specifically impacted areas near #WoosleyFire. Last updated: Nov 10, 2018, 21:37 PST""",Sat Nov 10 21:37:06 +0000 2018,Butte,39.66047162,-121.5758514,caution_and_advice
260,"""Death toll jumps to 25 in California wildfires; Lady Gaga, Kim Kardashian West forced out of their homes. Paradise, CA, November 11th, 2018, approximately 7:58 PM PST.""",Sun Nov 11 19:58:44 +0000 2018,Paradise,39.76828712,-121.6060608,injured_or_dead_people
261,"""CALIFORNIA FIRE VICTIMS RELIEF AND AID. If you are in Los Angeles County (specifically, the City of Malibu, Ventura County) and want to help victims of the Woolsey Fire, please read below. The Camp Fire is burning in Butte County, but aid efforts are also needed in Los Angeles County, particularly in areas affected by the Woolsey and Hill Fires. If you are unable to make it this week, please retweet! THANK YOU #Woolseyfires #MalibuFire #CaliforniaFires #CaliforniaWildfires #CampFire""",Wed Nov 21 19:01:07 +0000 2018,Los Angeles,34.31095989,-118.2201731,rescue_volunteering_or_donation_effort
262,"The fires in northern California happened in the area Aaron grew up. He is donating 1 million dollars (amazing!!!!!) himself to the immediate and long term financial help needed to Malibu residents, who are still reeling from the devastating effects of the Camp Fire near Paradise, which started on November 8, 2018, approximately two weeks before this tweet was posted on Thursday, November 22nd.",Thu Nov 22 14:02:31 +0000 2018,Malibu,34.03783888,-118.6713272,rescue_volunteering_or_donation_effort
263,"""At least 9 dead in California wildfires as tens of thousands flee homes Breaking News EmailsGet breaking news alerts and special reports. The news and stories that matter, delivered to your inbox. Nov 10, 2018, approximately 12:51 PM PST - ongoing evacuation efforts at Silver Dollar Fairgrounds in Chico, Butte County, California.""",Sat Nov 10 12:51:42 +0000 2018,Silver Dollar Fairgrounds (Chico),39.70579471,-121.8015592,injured_or_dead_people
264,"""All the buzz about snow, we forget about the fires in #California! The death toll for these #fires is at 59 as of November 16th, 2018. I'm tweeting from Enloe Medical Center in Chico, which has likely been affected by the nearby CampFire and WoolseyFire. #CampFire #WoolseyFire #CaliforniaFire""",Fri Nov 16 01:27:00 +0000 2018,Enloe Medical Center (Chico),39.73235295,-121.8518097,injured_or_dead_people
265,"""The Salvation Army has ways you can help those affected by the California wildfires. They provide food, personal necessities, and shelter to victims and first responders. Links below! @SalvationArmyUS for Del Oro:  for SoCal. **Last Updated:** November 18, 2018, approximately 13:12 PST, near Vacaville, Solano County.""",Sun Nov 18 13:12:52 +0000 2018,Vacaville,38.3652081,-121.9879028,rescue_volunteering_or_donation_effort
266,"""How to help victims of the California Camp Fire in Paradise, Butte County via @NBCNewsBETTER #Thanksgiving #CampFireParadise""",Thu Nov 22 20:24:04 +0000 2018,Solano,38.21641365,-121.9148579,rescue_volunteering_or_donation_effort
267,"""RT @pamwrightmedia: Northern Californias #CampFire Prompts Evacuations in Butte County, California (approx. 13 miles NE of Chico), with reports emerging on November 8th, prompting widespread evacuations by November 9th and peaking in intensity around November 10th at approximately 20:32 UTC.""",Sat Nov 10 20:32:42 +0000 2018,Butte,39.65774013,-121.5932363,displaced_people_and_evacuations
268,"""The death toll continues to rise as wildfires wipe out entire towns in Northern California. @WillCarr has the latest. #CaliforniaFires (Updated: 11th Nov, 14:51 PST; Paradise, Butte County)""",Sun Nov 11 13:51:39 +0000 2018,Paradise,39.76104803,-121.6191294,injured_or_dead_people
269,"""RT @KRNV: Harrahs Reno is collecting donations for victims affected by the northern California wildfire that started in Paradise on November 8, 2018, and spread rapidly through Butte County over several days, forcing evacuations and devastating entire neighborhoods. #CaliforniaWildfire""",Wed Nov 21 15:21:06 +0000 2018,Paradise,39.7436043,-121.6252655,rescue_volunteering_or_donation_effort
270,"""With shelters at near capacity in California and thousands more displaced, many have been forced to set up camp in a Walmart parking lot in Chico, Butte County. The Camp Fire is now confirmed to be one of the deadliest wildfires in state history, with multiple fatalities reported in the Paradise area as of November 15, 2018, at approximately 9:00 PM PST.""",Thu Nov 15 21:00:01 +0000 2018,Chico,39.73259744,-121.8358145,displaced_people_and_evacuations
271,"""This is an incredible tribute by the Austin Fire Department at Granite Mountain Hotshots Memorial State Park. We can't express our gratitude for all the firefighters working hard to save lives & homes in California, particularly in Thousand Oaks, and all those who have given their lives to help others in this devastating 2018 California Wildfire that ravaged areas from November 8th to December 20th, especially with the Woolsey Fire breaking out on November 8th near Simi Valley, but impacting regions like Malibu & Agoura Hills. á½‰Câ¤ï¸""",Thu Nov 22 01:57:40 +0000 2018,Thousand Oaks,34.17843276,-118.8311771,rescue_volunteering_or_donation_effort
272,"Destinee & Paul Klyne traveled from British Columbia to #California for a getaway.When the cottage they had rented burned down in the midst of the Camp Fire (which started on November 8th, 2018) in Butte County near Chico, California, the couple realized they were there for a purpose. They have been traveling between Sacramento and Paradise/Chico to aid the victims, specifically assisting in evacuation efforts from November 9th to November 19th, with their exact location being Pepperdine University in Malibu on November 19th at approximately 22:00 PST (coordinated universal time +8 hours).",Mon Nov 19 22:00:32 +0000 2018,Pepperdine University (Malibu),34.04442167,-118.7052802,rescue_volunteering_or_donation_effort
273,"""@_HangGang is going to be doing some fundraising to help donate for the people as well as the animals enduring the Camp Fire in Northern California , specifically Paradise . We will be selling art , in various forms . We will be using money from merch sales , I will be doing a few hand-drawn pieces to sell on Thu Nov 22 20:12:34 +0000 2018, around the same time as the Paradise fire was at its peak.""",Thu Nov 22 20:12:34 +0000 2018,Malibu,34.01940371,-118.6884149,rescue_volunteering_or_donation_effort
274,"""RT @Independent: California wildfires continue to rage as death toll rises to 31 in Butte County on November 12-15, 2018. Follow live updates from Paradise, a city within the county that was severely affected by the blaze.""",Mon Nov 12 15:23:19 +0000 2018,Butte,39.65827152,-121.5835466,injured_or_dead_people
275,"""RT @MavrocksGirl: Evacuation centers full as people seek shelter from California fires in Malibu, Sun Nov 11 16:40:17 -08:00 2018, via #CampFire (later updated to #WoolseyFire)""",Sun Nov 11 16:40:17 +0000 2018,Malibu,34.03792482,-118.6934589,displaced_people_and_evacuations
276,"""S. California fire burned 100s more homes; official predicts increase via @foxnews (as of November 12th, 2018, 22:08 UTC, in Butte County)""",Mon Nov 12 22:08:09 +0000 2018,Butte,39.65228939,-121.5902534,infrastructure_and_utility_damage
277,"""Rain will bring much-needed relief to California fires, but also new dangers, as seen in Paradise, Butte County, CA 39.8667Â° N, 121.6333Â° W, where flames are still active near the city on Nov 20-22, 2018.""",Tue Nov 20 08:01:42 +0000 2018,Paradise,39.76380478,-121.6311978,caution_and_advice
278,"""@Alyssa_Milano I would be MORE than HAPPY to help the people in California who have NOTHING, after the fires that ravaged the state starting on November 8th, peaking on November 12th. I would be MORE than HAPPY to volunteer to help any person who is homeless living on the street. And I am currently stationed at the Silver Dollar Fairgrounds in Chico, Butte County, California, where many have taken refuge, as of Mon Nov 26 22:32:04 +0000 2018.""",Mon Nov 26 22:32:04 +0000 2018,Silver Dollar Fairgrounds (Chico),39.73301964,-121.8126348,rescue_volunteering_or_donation_effort
279,"""â€˜The Dog Whisperer Cesar Milan opens up home to livestock rescued from California wildfires in Solano County on November 18-19, 2018 around 9:00 PM PST.""",Sun Nov 18 21:23:55 +0000 2018,Solano,38.21778507,-121.922931,rescue_volunteering_or_donation_effort
280,"""Referencing back to this CalFire fact sheet with death toll at 29, #campfire is now tied with the deadliest wildfire in California history. Chico, CA. November 12th-15th, 2018: The Camp Fire raged on, eventually becoming the deadliest and most destructive wildfire in California's history, burning over 153,000 acres and claiming 85 lives.""",Mon Nov 12 03:00:45 +0000 2018,Chico,39.72691917,-121.8601104,injured_or_dead_people
281,"""Eight more bodies bring California wildfire death toll to 71, with 1,000+ people missing. As of November 17th, 2018, around 4:14 AM PST, the fire is still active in Solano County, specifically impacting areas near Sacramento.""",Sat Nov 17 04:14:33 +0000 2018,Solano,38.21479977,-121.9143246,injured_or_dead_people
282,"""San Antonio firefighters are on their way to help California as they fight devastating wildfires in the Santa Barbara County region, near Thousand Oaks. @GovAbbott says 200 Texas firefighters are deploying. The fires in California have killed at least 31 people so far and many remain unaccounted for. @KENS5 #CaliforniaWildfires #Nov12""",Mon Nov 12 14:10:32 +0000 2018,Thousand Oaks,34.17337813,-118.8479473,injured_or_dead_people
283,"""RT @japan_kaimono: At least 228 still missing in wind-whipped California wildfires that have been raging since November 8, with multiple hotspots reported across the region. Specifically, this update is from Enloe Medical Center in Chico, Butte County, where rescue efforts are underway. #japanese #japan #news""",Wed Nov 14 22:00:32 +0000 2018,Enloe Medical Center (Chico),39.73005187,-121.8476048,missing_or_found_people
284,"""With 23 people dead, the #CampFire is now the 3rd deadliest and single most destructive wildfire in California history. A horrific new benchmark. The fire broke out on November 8, 2018, near Camp Creek Road in Butte County, just outside of Chico, and ravaged an area of approximately 153,000 acres over the course of two weeks, with its peak spread occurring between November 9-11. This devastating event ultimately led to the destruction of nearly 19,000 structures, displacing thousands and causing unprecedented damage.""",Mon Nov 12 05:33:38 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71682528,-121.8099502,injured_or_dead_people
285,"""California Wildfires Destroy Homes and Lives. Why Do Regulators Encourage Building in Fire Zones? View and Comment Here: Vacaville, California, November 14-15, 2018. Incident reported near the city of Vacaville, Solano County.""",Wed Nov 14 23:40:40 +0000 2018,Vacaville,38.35937145,-121.9916142,infrastructure_and_utility_damage
286,"""RT @brontyman: Death toll in Northern California fire rises to 83 as search pushes through rain. Incident occurred on November 22-23, 2018, primarily affecting areas around Northern California's Butte County, with the deadliest blaze hitting Paradise and Magalia cities. The affected area includes parts of Shasta, Lassen, and Plumas counties.""",Thu Nov 22 07:21:47 +0000 2018,Agoura Hills,34.14818789,-118.7673527,injured_or_dead_people
287,"There's now a flash flood watch in wildfire-ravaged areas of Northern California as of November 21st-22nd. Heavy rainfall is expected to impact scorched regions around Los Angeles County, including Malibu, with possible mudslides and debris flows.",Wed Nov 21 16:10:15 +0000 2018,Malibu,34.0227007,-118.6833,caution_and_advice
288,"""Latest: Death toll jumps to 48 in California wildfires as of November 14th, 12:00 PM PST; spreading rapidly across Northern California counties, including Solano County where Vacaville is located.""",Wed Nov 14 12:00:01 +0000 2018,Vacaville,38.3552101,-121.9739939,injured_or_dead_people
289,"""Officials said the fires are expected to get worse by November 12th (as of November 11th at 03:33 UTC). Two Fires, 25 Dead: The statewide death toll stands at 25 as wildfires rage in Butte County and Southern California.""",Sun Nov 11 03:33:25 +0000 2018,Paradise,39.75950185,-121.6221952,injured_or_dead_people
290,"""RT @stevegiovinco: Massive Collection of Photobooks Destroyed in California Wildfire  @artforum - Incident reported on November 26, 2018, at approximately 11:39 PM PST in Camarillo, with the fire likely spreading in Ventura County.""",Mon Nov 26 23:39:59 +0000 2018,Camarillo,34.21680403,-119.0390086,infrastructure_and_utility_damage
291,"""My 13 year old is so anguished that his grandmothers home in Paradise has been destroyed, which was part of the devastating Camp Fire that ravaged Butte County between November 8-25, 2018. I am so anguished that the leadership of the government charged with his wellbeing has been destroyed, just like thousands of other homes and lives lost to the inferno. The autocrat in charge could care less about us, here in California.""",Sat Nov 10 13:46:34 +0000 2018,Agoura Hills,34.14436146,-118.7816889,infrastructure_and_utility_damage
292,"""All evidence points to PG&E being responsible for the most destructive and deadliest wildfire in California history. An anomaly--also known as sparks!--led to the devastating Camp Fire on November 8, 2018, in Butte County. As of November 13, 17:12 UTC, the death toll has risen to 42. Identification of the victims will be through DNA analysis. The fire would eventually claim over 18,000 structures and become the most destructive wildfire in California's history.""",Tue Nov 13 17:12:04 +0000 2018,Solano,38.21605909,-121.9037881,injured_or_dead_people
293,"""@rader717 @JoeFMartin1 Here in the US we now have Thousands of people who are homeless due to the fires in California. These people, my fellow citizens, need our help. My resources are for them. There are homeless Vets that our citizenry needs to take care of, our resources are for them. Not foreigners. Written from Thousand Oaks, CA at 7:19 PM PST on November 21st, 2018.""",Wed Nov 21 23:19:20 +0000 2018,Thousand Oaks,34.16152993,-118.8406531,rescue_volunteering_or_donation_effort
294,"""@DavidKelsey3 @Alyssa_Milano Im willing to bet Georgia sent some firefighters to California recently, like many other states. I know those fires have encroached on the homes of many stars in Ventura County, near Camarillo, possibly affecting areas around Thousand Oaks and Simi Valley. Seems like she might think before spewing crap like that.""",Mon Nov 19 13:56:24 +0000 2018,Camarillo,34.21380172,-119.0432638,rescue_volunteering_or_donation_effort
295,"""Thank you responders, stay safe, stay healthy, stay strong. Blessings to all. So very tragic. Death toll in Northern California wildfire rises to 23; as of November 10-11, 2018, the fire is still active and ongoing, with its epicenter near Paradise, Butte County.""",Sun Nov 11 06:27:13 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71175878,-121.8128635,injured_or_dead_people
296,"""@RealSaavedra And she is busy raising money for foreigners trying to force their way into the U.S., but won't raise money for homeless Americans or survivors of the devastating 2018 California Camp Fire, which ravaged Paradise in Butte County on November 8-25, now affecting nearby Malibu.""",Mon Nov 26 16:27:27 +0000 2018,Malibu,34.03422603,-118.6906249,rescue_volunteering_or_donation_effort
297,"""@shamrockur @BrewersAssoc For a list of participating breweries please visit . Were updating this list on a continuing basis. If you would like to help make an immediate impact, please consider donating to the Sierra Nevada Camp Fire Relief Fund. Visit #SierraNevadaCampFire Relief efforts are ongoing in Chico, CA, as of Tue Nov 27 15:37:50 +0000 2018.""",Tue Nov 27 15:37:50 +0000 2018,Chico,39.73050425,-121.845612,rescue_volunteering_or_donation_effort
298,"""RT @SkyeHal70805391: Death toll continues to climb in #California #Wildfires: A.M. News Links, Thousand Oaks, CA, as of 12:09 PM PST on Nov 14, 2018.""",Wed Nov 14 12:09:41 +0000 2018,Thousand Oaks,34.18499508,-118.8291287,injured_or_dead_people
299,"""Multiple wildfires continue to ravage California, particularly in Ventura County, as of November 11th, around 13:45 UTC. Dozens have been reported killed, with authorities fearing an increase in fatalities. President Trump has attributed the situation to 'gross mismanagement.' The fires are expected to be most severe in the coming hours due to anticipated strong winds.""",Sun Nov 11 13:45:15 +0000 2018,Ventura,34.4384818,-119.0869246,injured_or_dead_people
300,"""#KanyeWest has donated $500,000 to the relief efforts following the devastating #CampFire in Butte County, California, which began on November 8, 2018. The fire spread rapidly through the state, including Malibu, where it was still burning on November 22, 2018.""",Thu Nov 22 01:00:20 +0000 2018,Malibu,34.03196741,-118.7052416,rescue_volunteering_or_donation_effort
301,"""California braces for more casualties as Camp Fire death toll climbs to 48 - CNN (Updated: November 14th, 2018, 2:11 PM PST)""",Wed Nov 14 14:11:54 +0000 2018,Magalia,39.8080055,-121.5651768,injured_or_dead_people
302,"The #campfire in Northern California is 100% contained as of November 25, 23:26:54 +0000 (UTC), affecting Magalia, a city in Butte County. 85 civilians died, 249 people are unaccounted for, and 153,336 acres burned with 13,972 residences destroyed. The cause of the fire is still under investigation.",Sun Nov 25 23:26:54 +0000 2018,Magalia,39.81262028,-121.5736635,injured_or_dead_people
303,"""Death toll at 50. California's Camp Fire death toll jumps to 48 as lawsuit blames utility- (Updated: Wed Nov 14, 15:58:23 +0000 2018) reported from Chico, Butte County, Northern California, USA. """,Wed Nov 14 15:58:23 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71639237,-121.7884452,injured_or_dead_people
304,"""Nearly 1,300 People Unaccounted For in Devastating Camp Fire That Killed at Least 76 in Northern California's Butte County as of November 18th, 2018 around 4:01 PM PST.""",Sun Nov 18 16:01:17 +0000 2018,Butte,39.64527991,-121.5793526,injured_or_dead_people
305,"RT @RobDizonY: Thank God! California wildfire that killed at least 85 is now 100% contained - SF Gate, Solano County, as of November 25th, 2018, approximately 20:00 PST.",Sun Nov 25 20:00:04 +0000 2018,Solano,38.22688167,-121.9067828,injured_or_dead_people
306,"""California wildfires: If this town recovers, it will take years. Death toll stands at 63 as of November 16th, with more than 630 still missing in Butte County near Chico. #geographyteacher""

Note: I added the specific date and county to provide a more accurate spatial context and timestamp.",Fri Nov 16 11:45:11 +0000 2018,Chico,39.72549695,-121.8519428,injured_or_dead_people
307,"LOS ANGELES, United States â€“ The death toll in northern California's so-called Camp Fire rose to 87 as of November 24, officials confirmed, adding that the blaze was nearly fully under control by November 25 at approximately 15:35 UTC.",Sun Nov 25 15:35:47 +0000 2018,Los Angeles,34.31900508,-118.2104083,injured_or_dead_people
308,"""California wildfires: Rain brings threat of mudslides in Los Angeles County on Thu Nov 22 2018 at approximately 4:25pm PST. Mudslides may occur due to recent fire damage.""",Thu Nov 22 16:25:32 +0000 2018,Los Angeles,34.31899637,-118.2056197,caution_and_advice
309,"""Chico, CA - Mon Nov 26 18:44:45 PST 2018. You can help those impacted by the #CampFire in Chico, California, by donating to provide meals to those in need. Just $5 provides 50 meals! Get a head start on GreaterGoods' special #GivingTuesday goal to provide 5,000 meals to people affected by the wildfire in Butte County.""",Mon Nov 26 18:44:45 +0000 2018,Chico,39.72123386,-121.8532746,rescue_volunteering_or_donation_effort
310,"""More than 1,000 people are unaccounted for in the Camp Fire, a northern California wildfire that has ravaged Butte County since November 8th. The death toll increased to 71 as of November 17th, 03:30:49 UTC.""",Sat Nov 17 03:30:49 +0000 2018,Butte,39.65095104,-121.5896465,injured_or_dead_people
311,"""#California fires death toll rises to 31. @GerardButler, @MileyCyrus, @RobinThicke and #NeilYoung reveal their homes near #LA among those destroyed. Young says 2nd time heâ€™s lost a home to wildfire. Latest in @sunriseon7 #7News, as of November 12, 2018, at approximately 11:13 PM PST, with ongoing destruction reported in Paradise, California.""",Mon Nov 12 23:13:00 +0000 2018,Paradise,39.75762359,-121.6088947,injured_or_dead_people
312,"""RT @WeatherNation: #BREAKING: Death toll in California's Camp Fire reaches 56 as of November 15th, according to the Butte County Sheriff's Office. The devastating wildfire, which started on November 8th, has now consumed over 151,000 acres and is still raging near Magalia, California, with multiple evacuation orders remaining in effect.""",Thu Nov 15 02:37:00 +0000 2018,Magalia,39.81051646,-121.5778912,injured_or_dead_people
313,"The American Red Cross in California is helping those impacted by the Woolsey, Camp, and Hill wildfires. Donate now: Fires reported on November 8, 2018, in the Ventura County area; spread to neighboring counties including Los Angeles. The disaster peaked around November 10-12 with Camp Fire being the deadliest, affecting Butte County. Donations are still needed for relief efforts in Chico, CA (39.7222Â° N, 121.8833Â° W) as of November 20, 2018.",Tue Nov 20 16:20:53 +0000 2018,Chico,39.7279742,-121.840343,rescue_volunteering_or_donation_effort
314,"""California Fires. #missingperson Please RT. Help find 86 year old Betty Werner who went missing from Point Dume, Thousand Oaks, Ventura County yesterday afternoon (Nov 9, 2018). Last seen during the Woolsey Fire evacuation. RT.""",Sat Nov 10 15:54:22 +0000 2018,Thousand Oaks,34.16076629,-118.8522017,missing_or_found_people
315,"""HORROR FROM ABOVE. These are the charred remains of hundreds of homes in Coffey Park, a subdivision in Santa Rosa, Sonoma County, California. Drone video footage from November 14-15, 2018 shows the massive destruction caused by the Camp Fire, which ravaged this area. #CaliFires #CampFire #WoolseyFire #Drones #SantaRosa (via Josh Haner, NYT)""",Wed Nov 14 14:45:09 +0000 2018,Silver Dollar Fairgrounds (Chico),39.73406763,-121.8038556,infrastructure_and_utility_damage
316,"""Fire that has ravaged northern #California is now almost completely contained as of November 23, 2018 (approximately 3:43 PM PST), with the death toll rising to 84; located near Silver Dollar Fairgrounds in Chico, Butte County.""",Fri Nov 23 14:43:47 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71809622,-121.813598,injured_or_dead_people
317,"""Forty. Two. .. people are dead cause of a wildfire in Malibu, along with their town. And climate change is a hoax! As if Borderline wasnâ€™t enough. Pray for California. The devastating fire broke out on November 8th and was still raging as of Tuesday, November 13th, 06:30 AM PST, near the intersection of PCH and Malibu Canyon Road.""",Tue Nov 13 06:30:17 +0000 2018,Malibu,34.03963224,-118.6844417,injured_or_dead_people
318,"""can we talk about how this year's California wildfires have killed over 100 people since June? can we start accepting that climate change is literally killing people yet? from Camarillo, Ventura County, where the Woolsey Fire was raging near Malibu on Dec 5th.""",Wed Dec 05 09:41:19 +0000 2018,Camarillo,34.21018339,-119.0505926,injured_or_dead_people
319,"""I just became a Packer fan. Green Bay Packers Aaron Rodgers donates $1m to California wildfire victims, which have been raging since at least mid-November 2018, affecting areas surrounding Vacaville in Solano County, Northern California.""",Wed Nov 21 21:27:04 +0000 2018,Vacaville,38.35261638,-121.9826508,rescue_volunteering_or_donation_effort
320,"""Lady Gaga visits wildfire evacuation shelter in California via @DailyMailCeleb on Wednesday, November 14th, around 9:15 AM PST at Silver Dollar Fairgrounds in Chico, CA.""",Wed Nov 14 09:15:03 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71481246,-121.8071954,displaced_people_and_evacuations
321,"""Sadly, the #CampFire has become California's most destructive wildfire (by structures burned) as of November 10th, with over 6700 structures destroyed in Chico, CA. With very limited containment on this day, more damage is expected in Butte County. #CAfires""",Sat Nov 10 15:19:38 +0000 2018,Chico,39.74217453,-121.828222,infrastructure_and_utility_damage
322,"""RT @DfwOutreach: California Wildfires Relief Fund 2018 (Occurred between Nov 6 - Dec 20, 2018 in Butte County, with a peak period around Nov 8-9)""",Tue Nov 20 00:13:58 +0000 2018,Butte,39.64532196,-121.5743521,rescue_volunteering_or_donation_effort
323,"""RT @humanityfirstuk: In #California team of volunteers working with @HFUSA are helping victims of the #CampFire in Agoura Hills, a suburb of Los Angeles County, on November 19-20, 2018.""",Mon Nov 19 08:29:45 +0000 2018,Agoura Hills,34.14369664,-118.7642402,rescue_volunteering_or_donation_effort
324,"""RT @kwilli1046: Bus Driver Saves 22 Elementary School Kids and Two Teachers from California Fires in Los Angeles County on Thursday, November 22nd, 2018. Lets Celebrate This Hero! /""",Thu Nov 22 07:28:53 +0000 2018,Los Angeles,34.31848749,-118.2077268,rescue_volunteering_or_donation_effort
325,"""The poor and elderly are the ones who die in #hurricanes and #fires in #California. The government of #Paradise needs to #evacuate the elderly people by 12:00 PM PST, Sun Nov 18, 2018, especially considering Enloe Medical Center's location in Chico, Butte County, California, where they may need emergency services.""",Sun Nov 18 10:14:13 +0000 2018,Enloe Medical Center (Chico),39.74927817,-121.8504544,displaced_people_and_evacuations
