index,created_at,humAID_class,place,lat,lon,tweet
103,Sat Mar 30 18:00:24 +0000 2019,rescue_volunteering_or_donation_effort,North Bend,41.46178499090016,-96.78110573,"When floodwaters enter a home in North Bend, almost everything below the water line must be removed, including drywall, flooring, and insulation, to prevent mold growth. Operation Blessing volunteers are helping with this process in North Bend, Nebraska, as of March 30, 2019."
104,Tue Apr 02 15:41:58 +0000 2019,rescue_volunteering_or_donation_effort,Snyder,41.689785709380814,-96.98842591,"Read how our team helped a Nebraska family in Snyder begin to recover from flooding, which occurred on or before April 2, 2019."
105,Mon Apr 01 21:03:26 +0000 2019,caution_and_advice,Plattsmouth,41.004491339275695,-95.89917916,"Nebraska's Plattsmouth is bracing for more rain amid severe flooding, as of Monday, April 1st, 2019. #NebraskaStrong #NebraskaFlood"
106,Tue Apr 02 22:55:43 +0000 2019,rescue_volunteering_or_donation_effort,Waterloo,41.283446847018894,-96.27239497,"From Waterloo, a woman buys out a Payless store and sends shoes to Nebraska Flood victims, who were affected by the 2019 flood."
107,Fri Mar 29 20:31:51 +0000 2019,infrastructure_and_utility_damage,Wood River,40.83359235826101,-98.60931052,"According to early estimates, Nebraska's agricultural sector could face nearly a billion dollars in damage and losses after a blizzard and record flooding across the Midwest, as seen in Wood River, as of March 29th. #nebraskaflooding #flood2019"
108,Tue Mar 26 11:06:31 +0000 2019,rescue_volunteering_or_donation_effort,Papillion,41.15017812238026,-96.04263889,"Justin Timberlake donated a portion of the proceeds from his Omaha concert on Saturday to Nebraska flood relief efforts, which took place in Papillion."
109,Wed Mar 27 10:44:36 +0000 2019,caution_and_advice,Missouri Valley,41.556005076462455,-95.86990638,"Good morning from the Missouri Valley! Today, Nebraska and Iowa will conduct their tornado drills, with a Test Tornado Watch at 10:00 AM CDT and a Test Tornado Warning at 10:15 AM CDT."
110,Tue Mar 26 00:43:42 +0000 2019,rescue_volunteering_or_donation_effort,St. Paul,41.21814436795424,-98.43893536,"@WashtenawCFB I'm in St. Paul, working on collecting hay and supplies for #AgCommunityRelife to support Nebraska. If you're in the area, please let me know if you have anything to donate, thanks!"
111,Sat Mar 30 14:06:49 +0000 2019,infrastructure_and_utility_damage,Boyd County,42.92783953967058,-98.77666979,"From a flight over Boyd County on March 30, 2019, I saw extensive damage as far as the eye can see, with two levee breaks visible in this photo."
112,Wed Mar 27 14:54:44 +0000 2019,rescue_volunteering_or_donation_effort,Norfolk,42.01177007010839,-97.42125809,"LCC Affiliate Congregation, Trinity in Norfolk, Nebraska, is helping members and the community affected by recent floods. To give, please visit [link] #WednesdayWisdom"
113,Wed Mar 27 20:30:00 +0000 2019,caution_and_advice,Lincoln,40.79966509957119,-96.69804103,"Today, March 27th, in Lincoln, Nebraska, Severe Weather Awareness Week continues with a focus on tornadoes. Mobile homes are not a safe place to be during a tornado; ensure you have a sturdy shelter before severe weather strikes. #news #swaw"
114,Tue Mar 26 14:56:14 +0000 2019,rescue_volunteering_or_donation_effort,Omaha,41.25711639079857,-95.9576889,"Join us at our Omaha location on March 26th for our Nebraska Launch Party! We'll be donating $1 from each pint sold to NE Disaster Relief, so come celebrate our return to the good life and support a great cause! @QualityBrandsNE"
115,Tue Mar 26 20:11:33 +0000 2019,rescue_volunteering_or_donation_effort,Gibbon,40.73008584604051,-98.84935894,"On Thursday, March 28th, at our Gibbon location, Eakes will donate 10% of all retail sales to the American Red Cross of Nebraska to aid in flood disaster relief efforts. #NebraskaStrong"
116,Wed Apr 03 02:29:49 +0000 2019,rescue_volunteering_or_donation_effort,Grand Island,40.9295225,-98.34126657,"Woman buys out Payless store's shoes in Grand Island to aid Nebraska flood victims on April 3, 2019."
117,Wed Mar 27 12:36:09 +0000 2019,rescue_volunteering_or_donation_effort,Glenwood,41.04659762056689,-95.74378569,"On Wednesday, March 27, 2019, at 12:36 PM, The Salvation Army in Glenwood is expanding operations while actively responding to historic flooding in Nebraska and Iowa."
118,Sun Mar 31 17:26:04 +0000 2019,rescue_volunteering_or_donation_effort,Scottsbluff,41.86035493055246,-103.6728602,"RT @SamaritansPurse: #Volunteers bring hope to families affected by the Nebraska floods, specifically in the Scottsbluff area, on March 31, 2019."
119,Mon Mar 25 22:07:30 +0000 2019,rescue_volunteering_or_donation_effort,Missouri Valley,41.552531524187245,-95.89457526,"Thank you to @jtimberlake for showing support for #NebraskaStrong, aiding victims of historic flooding in Nebraska and SW Iowa, from the Missouri Valley, on March 25, 2019."
120,Fri Mar 29 20:42:49 +0000 2019,rescue_volunteering_or_donation_effort,Nebraska City,40.68395690889134,-95.86447588,"From now until April 7th, all donations received during my stream will support flood victims in Nebraska City, Nebraska. #donation #floodrelief"
121,Tue Mar 26 09:45:45 +0000 2019,infrastructure_and_utility_damage,Plattsmouth,41.017400626487465,-95.86183133,"RT @ArlanFF101: Great video showing the extent of flooding in eastern Nebraska, specifically in Plattsmouth, as of March 26, 2019 #oatt"
122,Tue Mar 26 18:03:18 +0000 2019,rescue_volunteering_or_donation_effort,Gibbon,40.74360543478695,-98.85216547,"Update to our previous story about signs created by Kirk Weichel in Gibbon, Nebraska, to raise money for Red Cross flood relief efforts, as of March 26, 2019."
123,Tue Apr 02 00:00:05 +0000 2019,rescue_volunteering_or_donation_effort,Lynch,42.82661053215372,-98.4700727,@HuskerFBNation We need a donation from Nebraska to help us fight cancer. Tag anyone you know who lives in Nebraska and can help us reach our goal!
124,Wed Mar 27 23:00:19 +0000 2019,injured_or_dead_people,Nebraska City,40.67015913562113,-95.84991125,"Human remains discovered along the Elkhorn River in Nebraska City, according to the sheriff, following the recent flooding. #Nebraska"
125,Wed Mar 27 08:01:46 +0000 2019,rescue_volunteering_or_donation_effort,Omaha,41.248928097182734,-95.94311452,"We're in need of more donations for those affected by loss in smaller communities around Omaha, particularly in eastern and northern Nebraska, following recent floods. #Omaha #Nebraska"
126,Thu Mar 28 16:26:48 +0000 2019,caution_and_advice,Gretna,41.12431449650322,-96.22802245,"Localized flooding is a concern in Gretna, southern Nebraska, as storms move over the area, bringing almost 2â€ of rain. As of March 28th, 4:26pm, no severe thunderstorm warnings are in place."
127,Thu Mar 28 16:57:34 +0000 2019,rescue_volunteering_or_donation_effort,Elkhorn Middle School,41.27989553854416,-96.22459462,USDA approved D-SNAP for Nebraska residents affected by flooding. Eligible households can get a month of food benefits at Elkhorn Middle School; more info available at [link]. #flooding
128,Thu Mar 28 14:22:29 +0000 2019,caution_and_advice,Genoa,41.44554517873738,-97.73739717,"From Genoa, Nebraska, as of March 28th at 9:22am local time, Flood Warnings remain in effect for areas surrounding the Missouri River on the Nebraska side from Tekamah to Falls City, as well as Dawes County, until 9:30pm tonight"
129,Thu Mar 28 01:09:35 +0000 2019,rescue_volunteering_or_donation_effort,Spencer,42.87125284067222,-98.68401206,"Hello @GrantJohnsonPKT @zkerr, we're offering pricing & specials for 2019 flood victims in Spencer, NE. Contact our phone sales at 1-800-359-1200 ext 22421 for more info. #NebraskaStrong"
130,Wed Apr 03 00:26:58 +0000 2019,rescue_volunteering_or_donation_effort,Fremont,41.42690753346498,-96.51550366,"Thanks to Nebraska launch-week subscribers, $3,570 was raised for flood-relief efforts in Fremont. The Athletic is increasing the pledge to $4,000 for the Red Cross. #NebraskaStrong"
131,Thu Mar 28 11:25:03 +0000 2019,caution_and_advice,Albion,41.69442412398736,-98.00040102,"From Albion, I'm thinking about stocking up on dry foods and buckets in case of future flooding in Nebraska, which is currently experiencing flooding. What if it happens again next year? #Preppers #preppertalk"
132,Tue Apr 02 10:52:23 +0000 2019,rescue_volunteering_or_donation_effort,Fremont,41.42791448,-96.51107555,"From Fremont, Nebraska, on April 2nd, historic flooding has displaced tens of thousands of people and destroyed over 1500 miles of roads and bridges. Please call 844-278-8555 to donate to @redcross or use #NebraskaStrong to help spread the message"
133,Tue Mar 26 20:50:07 +0000 2019,rescue_volunteering_or_donation_effort,Missouri Valley,41.550178823223256,-95.87212357,"Help us raise money for flood victims in the Missouri Valley area until Friday. Donate by getting a nail trim for your dog or cat at our location, and we'll ask for a"
134,Fri Mar 29 20:35:52 +0000 2019,infrastructure_and_utility_damage,Hamburg,40.60744276056907,-95.66035632,"Two miles north of Hamburg, entire communities are underwater, with 2nd floor homes destroyed or still submerged due to water damage. Meanwhile, some claim nothing's wrong in Nebraska or Iowa, oblivious to the devastation."
135,Fri Mar 29 23:07:47 +0000 2019,rescue_volunteering_or_donation_effort,Boyd County,42.92352590649757,-98.75670662,"Last night, March 29th, the @mnnationalguard completed 6 flying hours, 13 cargo operations, and transported 114,000 lbs of cargo in Boyd County, Nebraska, as part of their #EMAC mission to fight #Nebraska #Floods. Read"
136,Tue Mar 26 20:58:31 +0000 2019,rescue_volunteering_or_donation_effort,Lincoln,40.81615466595997,-96.68669365,"Nebraska Broadcasters are leading flood relief efforts from Lincoln, as of March 26, 2019. #WeAreBroadcasters"
137,Fri Mar 29 21:55:08 +0000 2019,rescue_volunteering_or_donation_effort,Elkhorn Middle School,41.28986631511794,-96.23742408,"Breweries across Nebraska are collaborating to brew a Nebraska Strong Red Ale, with proceeds supporting flood victims. This initiative is taking place on Friday, March 29th, at Elkhorn Middle School."
138,Sun Mar 31 05:55:16 +0000 2019,rescue_volunteering_or_donation_effort,Wood River Community Center,40.828853579822265,-98.61565215,"Farm aid nonprofit is arranging hay help for Nebraska ranchers affected by flooding, with assistance available at the Wood River Community Center, as of March 31, 2019."
139,Tue Apr 02 23:24:08 +0000 2019,rescue_volunteering_or_donation_effort,Lincoln,40.81576329272822,-96.70800314,"In its first two weeks of operation, @fema has approved more than $8 million in individual and household disaster assistance to those affected by winter storm and flooding conditions in Nebraska, specifically in the Lincoln area, as of April 2nd. #NebraskaFlood | #NebraskaStrong"
140,Fri Mar 29 13:18:20 +0000 2019,rescue_volunteering_or_donation_effort,Schuyler,41.43201956408055,-97.05500371,"Runners in Schuyler, Nebraska rally to raise funds for the devastating flooding in their area, as of March 29th, 2019. #FdnNews"
141,Mon Apr 01 13:01:29 +0000 2019,infrastructure_and_utility_damage,Wood River,40.81994593008651,-98.61720931,"I've lived in Wood River, Nebraska for most of my life and have never experienced a tornado or damage from one, although they do occur in the area."
142,Thu Mar 28 20:14:43 +0000 2019,infrastructure_and_utility_damage,Omaha,41.26011286762302,-95.93040494,"An aerial view of Offutt Air Force Base in Omaha, Nebraska, taken on March 17, shows one-third of the base covered by floodwaters. #Omaha"
143,Wed Apr 03 03:38:42 +0000 2019,rescue_volunteering_or_donation_effort,Ashland,41.02888954273145,-96.36705421,WOW! A woman in Ashland bought out the closing Payless store to donate shoes to Nebraska flood victims on April 3rd.
144,Tue Mar 26 01:16:14 +0000 2019,infrastructure_and_utility_damage,Hamburg,40.61106341047858,-95.64303987,"@HillaryClinton In Hamburg, Nebraska, and parts of Iowa, severe flooding has destroyed interstates, roads, and bridges. This is a national emergency, yet the President is ignoring it."
145,Tue Apr 02 13:39:00 +0000 2019,rescue_volunteering_or_donation_effort,Plattsmouth,41.015560182037454,-95.86655706,"Considering a donation? The Assembly of God Flood Disaster Relief Fund supports Boyd, Holt, and Knox Counties in North Central Nebraska. Call KBRX (402)336-1629 for more info. #Plattsmouth #April 2, 2019"
146,Tue Mar 26 15:29:19 +0000 2019,rescue_volunteering_or_donation_effort,Fairbury,40.14620876950495,-97.18412363,"Coldiron is collecting supplies in Fairbury to support Nebraska's livestock needs, staging a donation site at Bomgaars and organizing a Facebook fundraiser."
147,Tue Apr 02 00:04:22 +0000 2019,infrastructure_and_utility_damage,Snyder,41.70031293375103,-97.00097851,"Flash floods in Snyder, Nebraska, and parts of South Dakota on April 2, 2019, rapidly filled dozens of tributaries into the Missouri River above and below dams, impacting infrastructure."
148,Mon Apr 01 01:42:40 +0000 2019,rescue_volunteering_or_donation_effort,Norfolk,42.02812444280891,-97.41703649,"@CourtneyJohnsTV Join us on April 3rd at our Norfolk locations: Stokes West, Stokes Old Market, Twisted Fork Old Market, Taxis 120th & Blondo, and Stokin Goat 158th & Maple. 10% of sales will support Red Cross Nebraska"
149,Thu Mar 28 15:09:50 +0000 2019,infrastructure_and_utility_damage,Papillion,41.13839012688699,-96.04205143,"Damaged buildings in Papillion should be rebuilt. (Tweeted on March 28, 2019 at 11:09am)"
150,Mon Mar 25 22:21:29 +0000 2019,caution_and_advice,Nebraska City,40.676229662404616,-95.84619813,"From the Emergency Operations Center in Nebraska City, as of Monday, March 25, 22:21:29, current flooding is subsiding, but be aware of conditions north of Nebraska City. Stay Safe Nebraska! #NebraksaFlood2019 #NebraskaStrong"
151,Tue Mar 26 22:47:58 +0000 2019,displaced_people_and_evacuations,Hastings,40.57153492063037,-98.38028813,"Residents in Hastings, Nebraska, affected by recent floods, use social media to locate lost pets #NetworkingWorks"
152,Mon Mar 25 22:39:36 +0000 2019,rescue_volunteering_or_donation_effort,Plattsmouth,41.01254547785078,-95.87465993,"Great to see @AnheuserBusch delivering emergency canned drinking water to those impacted by the Nebraska floods, specifically in Plattsmouth, as of March 25, 2019."
153,Wed Apr 03 02:25:28 +0000 2019,rescue_volunteering_or_donation_effort,Fremont,41.44700952611891,-96.48759233,Relief efforts for the 2019 Nebraska flood in Fremont are being documented on YouTube. #NebraskaFloodRelief
154,Tue Apr 02 21:15:15 +0000 2019,infrastructure_and_utility_damage,Fairbury,40.12927019487193,-97.18214852,"From Fairbury, Nebraska, on April 2, 2019, at 9:15 PM, Nebraska's cow-calf producers continue to see losses from the floods. #agtwitter #nefloods #nebraska #2019flooding"
155,Wed Apr 03 00:01:25 +0000 2019,rescue_volunteering_or_donation_effort,Scottsbluff,41.87663011952434,-103.6596445,"Blessed by a local pastor, a convoy of 22 pickup trucks loaded with supplies for flooded Nebraska farmers departed from Ohio on April 3rd, bound for Scottsbluff."
156,Mon Mar 25 22:22:55 +0000 2019,rescue_volunteering_or_donation_effort,Wood River,40.819491648045656,-98.60974993,"From Wood River, Nebraska, @mitchsherman is now up and running @TheAthleticCFB. Check out the welcome letter, Adrian Martinez profile, and get 30% off subscription with 50% going to Nebraska flood relief efforts."
157,Tue Mar 26 14:48:50 +0000 2019,rescue_volunteering_or_donation_effort,Niobrara,42.75464762026476,-98.03330998,"Today, March 26th, we're reporting on the results of the ""NebraskaStrong Drive for Flood Relief"" led by local radio and TV stations on Friday, March 22nd, which raised $441,919 for the American Red Cross to aid victims of the historic flooding in Ni"
158,Tue Mar 26 15:10:05 +0000 2019,rescue_volunteering_or_donation_effort,Gibbon,40.74779319628878,-98.84560867,"@GitRDoneLarry Thanks for sharing about flood relief efforts in Gibbon, NE. On March 27, all Nebraska Culver's restaurants, including the one in Gibbon, will donate 20% of sales to the American Red Cross â€“ Nebraska Flood Relief."
159,Tue Mar 26 16:32:04 +0000 2019,rescue_volunteering_or_donation_effort,Hastings,40.584557737640615,-98.38481248,"From Hastings, Nebraska, on March 26, 2019, at 4:32 PM, our 'Nebraska - It's Not For Everyone' T-Shirts are available. 100% of the profit will be donated to the 2019 Nebraska Disaster Relief Fund. Visit our"
160,Tue Apr 02 17:06:20 +0000 2019,infrastructure_and_utility_damage,Boyd County,42.93161133,-98.75780154,"From Boyd County, on April 2nd, same with Nebraska - relatives there. The damage is astounding, but Trump's Crime Syndicate won't care until it hits them."
161,Wed Mar 27 12:20:59 +0000 2019,rescue_volunteering_or_donation_effort,Gibbon,40.73975666773665,-98.84883791,"Join us at the University of Nebraska State Museum in Gibbon on March 29 and 31 for workshops on preserving damaged personal heirlooms after natural disasters, hosted by the Smithsonian Cultural Rescue Initiative. Learn more â€ºâ€º #UNL"
162,Mon Mar 25 20:34:50 +0000 2019,rescue_volunteering_or_donation_effort,Albion,41.68603684,-98.00530604,"Albion's Local GO-ASHI group is donating to Nebraska flood victims, showing their strength and support on March 25, 2019."
163,Thu Mar 28 14:57:10 +0000 2019,rescue_volunteering_or_donation_effort,Spencer,42.87326046309936,-98.7007351,"We love The Teamsters Local 554 and they love Nebraska's hardworking families. They are collecting donations for #NebraskaFlood relief in Spencer, Nebraska, as of March 28, 2019. #NebraskaStrong"
164,Mon Apr 01 22:10:11 +0000 2019,rescue_volunteering_or_donation_effort,St. Paul,41.23000094185342,-98.45881934,"Tonight at 5, 6, and 10, hear the stories of Captain Dan Ripley and firefighter paramedic Brady Papik, members of Nebraska Task Force One, who traveled from St. Paul to perform rescues in Columbus following recent flooding. #NebraskaStrong @LincFire"
165,Tue Mar 26 23:43:28 +0000 2019,rescue_volunteering_or_donation_effort,Waterloo,41.28426381392207,-96.26643503,"I'm in Waterloo, tweeting at 11:43 PM on March 26, 2019. With Hoiberg, Nebraska can sell hope, but it's false hope that generates donations and sells tickets."
166,Fri Mar 29 20:09:04 +0000 2019,rescue_volunteering_or_donation_effort,Spencer,42.8824423,-98.69859936,"Farm Rescue delivers its first load of hay in Spencer, Nebraska, this Friday."
167,Wed Apr 03 01:09:21 +0000 2019,rescue_volunteering_or_donation_effort,Lake Wanahoo,41.20188856309286,-96.8366333,"Alum Jordan LeClere and a friend are organizing a convoy of supplies from Lake Wanahoo to flood-affected areas in Nebraska, departing this weekend with 150 bales of hay."
168,Thu Mar 28 15:51:53 +0000 2019,rescue_volunteering_or_donation_effort,Hamburg,40.60579368163116,-95.64833889,"Join Hills Bank in Hamburg in supporting relief efforts for flood victims in Iowa and Nebraska, as of March 28, 2019."
169,Wed Mar 27 03:38:01 +0000 2019,rescue_volunteering_or_donation_effort,Ashland,41.05120148780011,-96.38206988,"Donations are now being accepted at the UNMC, UNO, and Nebraska Medicine Flood Relief Donation Management Center in Ashland. Beginning at 10 a.m. on Wednesday, March 27, anyone impacted by the floods can receive aid; call 402-836-9379 for questions or"
170,Wed Mar 27 03:31:25 +0000 2019,rescue_volunteering_or_donation_effort,North Bend,41.45770595350698,-96.78229322,"From North Bend, Nebraska, on March 27, 2019, at 3:31 AM, all proceeds (100%) go to the Nebraska Farm Bureau Relief Fund, aiding farmers, ranchers, and rural communities affected by the recent natural disasters. #Nebraskaflood #"
171,Sat Mar 30 02:47:21 +0000 2019,infrastructure_and_utility_damage,Valley,41.30652085351694,-96.33634591,"Offutt Air Force Base in Valley, Nebraska has returned to full operation after being affected by floodwaters from the Missouri River earlier this month."
172,Wed Mar 27 16:53:42 +0000 2019,caution_and_advice,Marysville,41.032730407743934,-96.66620094,"Today, March 27, our Marysville office participated in the statewide Tornado Drill for Nebraska's Severe Weather Awareness Week. With warm weather approaching, take time to review your emergency procedures for work and home."
173,Sun Mar 31 18:09:58 +0000 2019,rescue_volunteering_or_donation_effort,Boyd County,42.92383727081197,-98.7572388,"Boyd County, Nebraska: As of March 31, 2019, 45 Nebraska counties, including Boyd County, have been approved to accept ECP applications to address recent flooding damages, according to Johner."
174,Tue Mar 26 20:50:03 +0000 2019,rescue_volunteering_or_donation_effort,Gibbon,40.75544410015077,-98.86284543,"US Rep. @jefffortenberry, whose district in Gibbon, Nebraska, is home to STRATCOM, will propose legislation to create a Nuclear Nonproliferation Council, which would coordinate US agencies' nonproliferation efforts, on March 26, 201"
175,Wed Mar 27 16:45:00 +0000 2019,injured_or_dead_people,Columbus,41.43392134156225,-97.35807443,"On Wednesday, March 27, 2019, at 4:45 PM, a high school senior died in a pickup truck crash east of Columbus, Kansas."
176,Mon Apr 01 23:20:13 +0000 2019,rescue_volunteering_or_donation_effort,Elkhorn Middle School,41.28047321049071,-96.21828477,"Elkhorn Middle School in Nebraska saw a big response to help farmers and others affected by #flooding, thanks to Joe Keller's successful donation drive! #WKOW"
177,Tue Apr 02 02:00:01 +0000 2019,rescue_volunteering_or_donation_effort,Albion,41.68947084842152,-97.99175388,"To every Nebraskan affected by the recent flooding in Nebraska: we're with you. Help support those impacted by purchasing our Spring Game shirt below, with all proceeds aiding flooding victims in Nebraska."
178,Wed Mar 27 13:04:46 +0000 2019,rescue_volunteering_or_donation_effort,Omaha,41.25932300613589,-95.92953288,"Farm Rescue donates hay to cattlemen in Omaha affected by the recent Nebraska floods, as of March 27, 2019."
179,Fri Mar 29 21:37:11 +0000 2019,rescue_volunteering_or_donation_effort,Bellevue,41.15468321616317,-95.89378225,"In Bellevue, Inman students are loading a truck with supplies for Nebraska Flood Victims. Catch my story tonight at 5/6 on @KSNNews, broadcast on March 29, 2019."
180,Fri Mar 29 02:08:53 +0000 2019,rescue_volunteering_or_donation_effort,Wood River Community Center,40.81857444098092,-98.61539691,We've joined forces with @AgriGold & @LGSeeds to support #Nebraska flood victims. We're donating & matching employee contributions to the @NEFarmBureau @neagfoundation Disaster Relief Fund at the Wood River Community Center. Want to learn more?
181,Fri Mar 29 20:22:48 +0000 2019,rescue_volunteering_or_donation_effort,Columbus,41.42419502663945,-97.37024509,"High-water levels in Columbus, Nebraska, as of March 29, 2019, have hindered Great Plains Conference early response teams' efforts to aid homeowners in their recovery from a massive flood."
182,Mon Apr 01 18:16:48 +0000 2019,rescue_volunteering_or_donation_effort,Papillion,41.15341799255236,-96.04137031,"Boehringer Ingelheim Animal Health USA Inc. is supporting Nebraska farmers and ranchers, including customers, affected by the recent floods in the state. Learn more from our Papillion office, as of April 1, 2019."
183,Thu Mar 28 02:51:46 +0000 2019,rescue_volunteering_or_donation_effort,Columbus,41.44691944198515,-97.37323676,"It's no secret that some of our Columbus-based citizen volunteers started the @LeaveLiba movement. For more info, follow @LeaveLiba or visit their page, regardless of your location in Lincoln, Nebraska."
184,Wed Mar 27 18:22:51 +0000 2019,rescue_volunteering_or_donation_effort,Norfolk,42.03495069556266,-97.42119366,"I've heard the same reaction when I've done fundraising for the Nebraska flood victims, just like in Norfolk, where I am now."
185,Mon Apr 01 21:16:22 +0000 2019,rescue_volunteering_or_donation_effort,Boyd County,42.93279808311968,-98.77236206,Join Black and Pink - Nebraska's community mail processing event in Boyd County on April 1st and help sort mail with friends!
186,Tue Apr 02 20:27:57 +0000 2019,rescue_volunteering_or_donation_effort,Bellevue,41.14876441434054,-95.90176587,"From Bellevue, we're giving a huge shout-out to Douglas High School staff and students for raising $343 for flood relief efforts in Fremont, Nebraska. Here's the letter they sent to Fremont Senior High, dated April 2nd."
187,Wed Mar 27 19:27:01 +0000 2019,rescue_volunteering_or_donation_effort,Hastings,40.59267165245483,-98.40382431,"@AOC I'm in Hastings, Nebraska, where recent floods are unrelated to #FakeClimateChange. Would you like to visit or donate to aid efforts? #NebraskaStrong"
188,Mon Mar 25 22:32:59 +0000 2019,caution_and_advice,Council Bluffs,41.25949817589238,-95.83971722,"As of March 25, 2019, at 5:32 PM CDT, over 8 million Americans are under flood warnings in the Midwest, with at least 4 deaths reported. Nebraska, Iowa, and Wisconsin have declared states of emergency."
189,Tue Mar 26 22:32:17 +0000 2019,rescue_volunteering_or_donation_effort,Central City,41.10482028230445,-97.99005763,"From Central City, a group is headed to Nebraska to assist farmers and ranchers affected by flooding, showcasing the Cowboy spirit and generosity we love to see! - Paul"
190,Mon Mar 25 19:39:33 +0000 2019,rescue_volunteering_or_donation_effort,Sioux City,42.49505418882407,-96.39721901,"Flood relief center established by UNMC/Nebraska Medicine and UNO in Sioux City, as of March 25, 2019."
191,Thu Mar 28 22:43:09 +0000 2019,rescue_volunteering_or_donation_effort,Genoa,41.448283952846566,-97.73522767,"Genoa, Nebraska breweries brew a beer with all proceeds going to flood relief efforts, as of March 28th. #Nebraska #NebraskaFlood #nebraskabeer #FloodRelief #CraftBeer"
192,Tue Apr 02 15:50:57 +0000 2019,rescue_volunteering_or_donation_effort,Schuyler,41.46232719060208,-97.05138897,"As of April 2, 2019, in Schuyler, @FrontierFarmCr has donated $175,000 to support flood relief efforts, with additional donations being made by #FarmCredit, including @CoBank's $300,000 commitment to the Midwest."
193,Tue Mar 26 14:18:14 +0000 2019,rescue_volunteering_or_donation_effort,St. Paul,41.22421118337018,-98.4501089,"From St. Paul, on March 26, 2019, at 10:18 AM, I'm retweeting @bgcodr: Oklahoma Baptist Disaster Relief oversees flood recovery efforts in Nebraska."
194,Tue Mar 26 13:05:34 +0000 2019,rescue_volunteering_or_donation_effort,Scottsbluff,41.867035774867816,-103.6490125,"Justin Timberlake is helping the Nebraska flooding victims, specifically in the Scottsbluff area, as of March 26, 2019."
195,Mon Apr 01 17:46:02 +0000 2019,rescue_volunteering_or_donation_effort,St. Paul,41.22654531,-98.47562405,"Judy Witte, a Kearneyite, has been named an outstanding volunteer by the Nebraska Hospice and Palliative in St. Paul, on April 1, 2019."
196,Thu Mar 28 13:52:29 +0000 2019,rescue_volunteering_or_donation_effort,Sioux City,42.5066706,-96.38004312,"Our very own Char Merrill-Swalberg, based in Sioux City, was rescued (twice) by the US Army National Guard. She's been working hard to collect donations for Nebraska's flooded communities since March 28th."
197,Mon Mar 25 21:03:40 +0000 2019,rescue_volunteering_or_donation_effort,Valley,41.320127794745225,-96.36062605,"From Valley, inspired by our original t-shirt project, our limited edition #NebraskaStrong t-shirt supports the over 70 public school communities affected by the Nebraska floods. â€“  #ilovepublicschools"
198,Mon Mar 25 20:08:27 +0000 2019,infrastructure_and_utility_damage,Missouri Valley,41.57110774,-95.89067044,"Driving 944 miles across the Missouri Valley from March 25th, I've witnessed devastating floods in Nebraska and Iowa. Agriculture, a key driver of the Plains economy, has been severely impacted."
199,Tue Mar 26 18:05:05 +0000 2019,rescue_volunteering_or_donation_effort,Sioux City,42.51240524808582,-96.40340526,"From Sioux City, watch how our team is responding to the destruction caused by flooding in Nebraska, which occurred on March 26. You can #volunteer to help hurting homeowners with love and compassion."
200,Wed Mar 27 23:00:29 +0000 2019,caution_and_advice,Fremont,41.44437023728519,-96.51421511,"On March 27, 2019, at 11:00 PM GMT, the Department of Agriculture has provided a list of disaster relief resources for farmers and ranchers in Fremont, Nebraska."
201,Tue Mar 26 16:37:39 +0000 2019,infrastructure_and_utility_damage,Norfolk,42.03139729197764,-97.39731823,"Damage from the recent flood in Norfolk, Nebraska, is estimated to be $1.3 billion, as of March 26, 2019."
202,Wed Mar 27 15:05:20 +0000 2019,rescue_volunteering_or_donation_effort,Glenwood,41.03450995883269,-95.74545088,"From Glenwood, thanks to everyone who donated to our drive last week, we were able to gather over 200 items for those affected by the flooding in Nebraska and Iowa! #nebraskastrong"
203,Thu Mar 28 07:08:14 +0000 2019,injured_or_dead_people,St. Paul,41.22548398351973,-98.45087818,"Historic floods in Nebraska, USA, that killed 4 and displaced hundreds have forced 75 cities to issue emergency declarations. (@CNN) #indianalawyer"
204,Wed Mar 27 13:27:24 +0000 2019,rescue_volunteering_or_donation_effort,Fremont,41.43276820338632,-96.49846818,"We're collecting change for District OR-1 Schools (Bennet-Palmyra) in Fremont, supporting Nebraska flood victims. Visit our office from today to Friday to donate to the cause!"
205,Mon Apr 01 15:41:27 +0000 2019,rescue_volunteering_or_donation_effort,Columbus,41.44156132275564,-97.35854838,"Today, April 1st, is the last day to contribute to Nebraska flood relief with a subscription to @TheAthletic. From Columbus, get 30% off and 50% of proceeds will benefit flood relief efforts."
206,Thu Mar 28 20:17:45 +0000 2019,rescue_volunteering_or_donation_effort,Snyder,41.689160675993904,-96.99099195,"From Columbus, Fremont, Wisner, and Lincoln, Nebraska, ADM volunteers are now in Snyder, hauling home items, clearing mud and debris, and providing emotional support to neighbors affected by the recent floods. #ADMCares"
207,Wed Mar 27 02:39:45 +0000 2019,rescue_volunteering_or_donation_effort,Wood River,40.82270628495343,-98.59673127,"From Wood River, Nebraska, on March 27, 2019, we're experiencing historic flooding. Please call @americanredcross at 844-278-8555 to donate to the #nebraskastrong Flood Relief effort."
208,Tue Mar 26 17:05:47 +0000 2019,rescue_volunteering_or_donation_effort,Genoa,41.444631448593775,-97.73852418,"Starting today, March 26, @fema outreach teams are canvassing Genoa to help Nebraskans impacted by disaster register for federal assistance. When applying, have these documents ready."
